	0.95	0.9	1.0	8.459	+0.09	-0.09	+0.498	-0.498	16.02	+0.123	-0.123	+0.609	-0.609	20.98	+0.181	-0.181	+0.687	-0.687	24.649	+0.211	-0.211	+0.718	-0.718	29.483	+0.254	-0.254	+0.859	-0.859	34.619	+0.326	-0.326	+0.974	-0.974	40.677	+0.456	-0.456	+1.131	-1.131	50.812	+0.494	-0.494	+1.57	-1.57
	1.05	1.0	1.1	8.492	+0.09	-0.09	+0.503	-0.503	16.071	+0.123	-0.123	+0.617	-0.617	21.037	+0.181	-0.181	+0.696	-0.696	24.714	+0.212	-0.212	+0.728	-0.728	29.489	+0.253	-0.253	+0.869	-0.869	34.651	+0.327	-0.327	+0.987	-0.987	40.524	+0.454	-0.454	+1.141	-1.141	50.392	+0.491	-0.491	+1.581	-1.581
	1.15	1.1	1.2	8.563	+0.09	-0.09	+0.509	-0.509	16.117	+0.123	-0.123	+0.618	-0.618	21.019	+0.181	-0.181	+0.693	-0.693	24.744	+0.211	-0.211	+0.725	-0.725	29.367	+0.253	-0.253	+0.86	-0.86	34.42	+0.324	-0.324	+0.974	-0.974	40.377	+0.454	-0.454	+1.129	-1.129	49.859	+0.486	-0.486	+1.558	-1.558
	1.25	1.2	1.3	8.656	+0.091	-0.091	+0.521	-0.521	16.147	+0.123	-0.123	+0.631	-0.631	20.968	+0.179	-0.179	+0.708	-0.708	24.51	+0.209	-0.209	+0.738	-0.738	29.288	+0.252	-0.252	+0.881	-0.881	34.256	+0.321	-0.321	+0.997	-0.997	39.985	+0.448	-0.448	+1.15	-1.15	49.602	+0.484	-0.484	+1.601	-1.601
	1.35	1.3	1.4	8.658	+0.09	-0.09	+0.523	-0.523	16.184	+0.123	-0.123	+0.63	-0.63	20.969	+0.18	-0.18	+0.701	-0.701	24.542	+0.209	-0.209	+0.729	-0.729	29.059	+0.249	-0.249	+0.863	-0.863	33.985	+0.32	-0.32	+0.975	-0.975	39.772	+0.447	-0.447	+1.127	-1.127	48.872	+0.476	-0.476	+1.559	-1.559
	1.45	1.4	1.5	8.668	+0.09	-0.09	+0.529	-0.529	16.151	+0.123	-0.123	+0.638	-0.638	20.938	+0.18	-0.18	+0.714	-0.714	24.419	+0.208	-0.208	+0.741	-0.741	28.817	+0.248	-0.248	+0.874	-0.874	33.673	+0.318	-0.318	+0.988	-0.988	39.213	+0.442	-0.442	+1.137	-1.137	48.289	+0.472	-0.472	+1.582	-1.582
	1.55	1.5	1.6	8.706	+0.092	-0.092	+0.535	-0.535	16.141	+0.125	-0.125	+0.641	-0.641	20.859	+0.183	-0.183	+0.713	-0.713	24.145	+0.212	-0.212	+0.734	-0.734	28.668	+0.255	-0.255	+0.871	-0.871	33.242	+0.326	-0.326	+0.976	-0.976	38.63	+0.451	-0.451	+1.121	-1.121	47.612	+0.489	-0.489	+1.567	-1.567
	1.65	1.6	1.7	8.747	+0.093	-0.093	+0.544	-0.544	16.135	+0.125	-0.125	+0.648	-0.648	20.806	+0.183	-0.183	+0.72	-0.72	24.082	+0.211	-0.211	+0.742	-0.742	28.339	+0.252	-0.252	+0.873	-0.873	33.024	+0.325	-0.325	+0.983	-0.983	38.231	+0.448	-0.448	+1.125	-1.125	46.932	+0.483	-0.483	+1.573	-1.573
	1.75	1.7	1.8	8.73	+0.093	-0.093	+0.548	-0.548	16.057	+0.125	-0.125	+0.652	-0.652	20.499	+0.18	-0.18	+0.717	-0.717	23.694	+0.208	-0.208	+0.738	-0.738	27.996	+0.25	-0.25	+0.872	-0.872	32.426	+0.32	-0.32	+0.976	-0.976	37.687	+0.444	-0.444	+1.121	-1.121	46.074	+0.479	-0.479	+1.568	-1.568
	1.85	1.8	1.9	8.717	+0.092	-0.092	+0.556	-0.556	15.93	+0.124	-0.124	+0.663	-0.663	20.437	+0.181	-0.181	+0.736	-0.736	23.6	+0.208	-0.208	+0.76	-0.76	27.572	+0.247	-0.247	+0.888	-0.888	31.986	+0.315	-0.315	+0.997	-0.997	37.029	+0.438	-0.438	+1.142	-1.142	45.194	+0.471	-0.471	+1.602	-1.602
